"","doi_match","X.x","journal_issn","year","title","authors","journal","volume","issue","pages","doi","apa_reference","link","citation_count","abstract","first_author_affiliation","first_author_country","open_access","n_authors","status","docType","scholarlyOutput","citationCount","citeScore","percentCited","subjectCode.3200","rank.3200","percentile.3200","subjectCode.2700","rank.2700","percentile.2700","journal_meta_title","publisher","journal_coverageStartYear","journal_coverageEndYear","journal_is_openAccess","openAccess_articles","openArchive_articles","openAccess_type","openAccess_start_date","openAccess_allow_author_paid","X.y","file","test_report","p_value","p_value_reporting","p_value_num","use_p_val","p_value_calc","p_value_analysis"
"9","10117709567976231215298",89,9567976,2024,"Improving Memory Search Through Model-Based Cue Selection","Cornell, C.A., Norman, K.A., Griffiths, T.L., Zhang, Q.","Psychological Science",35,1,"55-71","10.1177/09567976231215298","Cornell, C.A., Norman, K.A., Griffiths, T.L., Zhang, Q. (2024). Improving Memory Search Through Model-Based Cue Selection. Psychological Science, 35(1), 55-71. https://doi.org/10.1177/09567976231215298","https://doi.org/10.1177/09567976231215298",2,"We often use cues from our environment when we get stuck searching our memories, but prior research has failed to show benefits of cuing with other, randomly selected list items during memory search. What accounts for this discrepancy? We proposed that cues’ content critically determines their effectiveness and sought to select the right cues by building a computational model of how cues affect memory search. Participants (N = 195 young adults from the United States) recalled significantly more items when receiving our model’s best (vs. worst) cue. Our model provides an account of why some cues better aid recall: Effective cues activate contexts most similar to the remaining items’ contexts, facilitating recall in an unsearched area of memory. We discuss our contributions in relation to prominent theories about the effect of external cues.","School of Engineering and Applied Science","United States",0,4,"In-Progress","all",489,4560,9.3,86,3200,16,92,NA,NA,NA,"Psychological Science","SAGE Publications Inc.",1990,2024,0,0,0,NA,NA,0,"RESULTS__Effectiveness of Model-Based Cue Selection_13","downloads/Psychological_Science/10117709567976231215298.grobid.tei.xml","p = .003","p = .003","exact",0.003,TRUE,NA,0.003
"16","10117709567976231221534",74,9567976,2024,"Unlocking the Benefits of Gender Diversity: How an Ecological-Belonging Intervention Enhances Performance in Science Classrooms","Binning, K.R., Doucette, D., Conrique, B.G., Singh, C.","Psychological Science",35,3,"226-238","10.1177/09567976231221534","Binning, K.R., Doucette, D., Conrique, B.G., Singh, C. (2024). Unlocking the Benefits of Gender Diversity: How an Ecological-Belonging Intervention Enhances Performance in Science Classrooms. Psychological Science, 35(3), 226-238. https://doi.org/10.1177/09567976231221534","https://doi.org/10.1177/09567976231221534",2,"Gender diversity signals inclusivity, but meta-analyses suggest that it does not boost individual or group performance. This research examined whether a social-psychological intervention can unlock the benefits of gender diversity on college physics students’ social and academic outcomes. Analyses of 124 introductory physics classrooms at a large research institution in the eastern United States (N = 3,605) indicated that in classrooms doing “business as usual,” cross-gender collaboration was infrequent, there was a substantial gender gap in physics classroom belonging, and classroom gender diversity had no effect on performance. The ecological-belonging intervention aimed to establish classroom norms that adversity in the course is normal and surmountable. In classrooms receiving the intervention, cross-gender interaction increased 51%, the gender gap in belonging was reduced by 47%, and higher classroom diversity was associated with higher course grades and 1-year grade point average for both men and women. Addressing contextual belongingness norms may help to unlock the benefits of diversity.","St. Francis Xavier University","Canada",0,4,"In-Progress","all",489,4560,9.3,86,3200,16,92,NA,NA,NA,"Psychological Science","SAGE Publications Inc.",1990,2024,0,0,0,NA,NA,0,"RESULTS__Calculus course performance._12","downloads/Psychological_Science/10117709567976231221534.grobid.tei.xml","t(378)=3.17, p=.002","p=.002","exact",0.002,TRUE,NA,0.002
"17","10117709567976231221534",74,9567976,2024,"Unlocking the Benefits of Gender Diversity: How an Ecological-Belonging Intervention Enhances Performance in Science Classrooms","Binning, K.R., Doucette, D., Conrique, B.G., Singh, C.","Psychological Science",35,3,"226-238","10.1177/09567976231221534","Binning, K.R., Doucette, D., Conrique, B.G., Singh, C. (2024). Unlocking the Benefits of Gender Diversity: How an Ecological-Belonging Intervention Enhances Performance in Science Classrooms. Psychological Science, 35(3), 226-238. https://doi.org/10.1177/09567976231221534","https://doi.org/10.1177/09567976231221534",2,"Gender diversity signals inclusivity, but meta-analyses suggest that it does not boost individual or group performance. This research examined whether a social-psychological intervention can unlock the benefits of gender diversity on college physics students’ social and academic outcomes. Analyses of 124 introductory physics classrooms at a large research institution in the eastern United States (N = 3,605) indicated that in classrooms doing “business as usual,” cross-gender collaboration was infrequent, there was a substantial gender gap in physics classroom belonging, and classroom gender diversity had no effect on performance. The ecological-belonging intervention aimed to establish classroom norms that adversity in the course is normal and surmountable. In classrooms receiving the intervention, cross-gender interaction increased 51%, the gender gap in belonging was reduced by 47%, and higher classroom diversity was associated with higher course grades and 1-year grade point average for both men and women. Addressing contextual belongingness norms may help to unlock the benefits of diversity.","St. Francis Xavier University","Canada",0,4,"In-Progress","all",489,4560,9.3,86,3200,16,92,NA,NA,NA,"Psychological Science","SAGE Publications Inc.",1990,2024,0,0,0,NA,NA,0,"RESULTS__Calculus course performance._16","downloads/Psychological_Science/10117709567976231221534.grobid.tei.xml","t(120)=3.82, p < .001","p < .001","calc_from_t",0.001,TRUE,0.0002128171,0.0002128171
"18","10117709567976231221534",74,9567976,2024,"Unlocking the Benefits of Gender Diversity: How an Ecological-Belonging Intervention Enhances Performance in Science Classrooms","Binning, K.R., Doucette, D., Conrique, B.G., Singh, C.","Psychological Science",35,3,"226-238","10.1177/09567976231221534","Binning, K.R., Doucette, D., Conrique, B.G., Singh, C. (2024). Unlocking the Benefits of Gender Diversity: How an Ecological-Belonging Intervention Enhances Performance in Science Classrooms. Psychological Science, 35(3), 226-238. https://doi.org/10.1177/09567976231221534","https://doi.org/10.1177/09567976231221534",2,"Gender diversity signals inclusivity, but meta-analyses suggest that it does not boost individual or group performance. This research examined whether a social-psychological intervention can unlock the benefits of gender diversity on college physics students’ social and academic outcomes. Analyses of 124 introductory physics classrooms at a large research institution in the eastern United States (N = 3,605) indicated that in classrooms doing “business as usual,” cross-gender collaboration was infrequent, there was a substantial gender gap in physics classroom belonging, and classroom gender diversity had no effect on performance. The ecological-belonging intervention aimed to establish classroom norms that adversity in the course is normal and surmountable. In classrooms receiving the intervention, cross-gender interaction increased 51%, the gender gap in belonging was reduced by 47%, and higher classroom diversity was associated with higher course grades and 1-year grade point average for both men and women. Addressing contextual belongingness norms may help to unlock the benefits of diversity.","St. Francis Xavier University","Canada",0,4,"In-Progress","all",489,4560,9.3,86,3200,16,92,NA,NA,NA,"Psychological Science","SAGE Publications Inc.",1990,2024,0,0,0,NA,NA,0,"RESULTS__Calculus course performance._17","downloads/Psychological_Science/10117709567976231221534.grobid.tei.xml","t(120)=3.58, p=.001","p=.001","exact",0.001,TRUE,NA,0.001
"19","10117709567976231221534",74,9567976,2024,"Unlocking the Benefits of Gender Diversity: How an Ecological-Belonging Intervention Enhances Performance in Science Classrooms","Binning, K.R., Doucette, D., Conrique, B.G., Singh, C.","Psychological Science",35,3,"226-238","10.1177/09567976231221534","Binning, K.R., Doucette, D., Conrique, B.G., Singh, C. (2024). Unlocking the Benefits of Gender Diversity: How an Ecological-Belonging Intervention Enhances Performance in Science Classrooms. Psychological Science, 35(3), 226-238. https://doi.org/10.1177/09567976231221534","https://doi.org/10.1177/09567976231221534",2,"Gender diversity signals inclusivity, but meta-analyses suggest that it does not boost individual or group performance. This research examined whether a social-psychological intervention can unlock the benefits of gender diversity on college physics students’ social and academic outcomes. Analyses of 124 introductory physics classrooms at a large research institution in the eastern United States (N = 3,605) indicated that in classrooms doing “business as usual,” cross-gender collaboration was infrequent, there was a substantial gender gap in physics classroom belonging, and classroom gender diversity had no effect on performance. The ecological-belonging intervention aimed to establish classroom norms that adversity in the course is normal and surmountable. In classrooms receiving the intervention, cross-gender interaction increased 51%, the gender gap in belonging was reduced by 47%, and higher classroom diversity was associated with higher course grades and 1-year grade point average for both men and women. Addressing contextual belongingness norms may help to unlock the benefits of diversity.","St. Francis Xavier University","Canada",0,4,"In-Progress","all",489,4560,9.3,86,3200,16,92,NA,NA,NA,"Psychological Science","SAGE Publications Inc.",1990,2024,0,0,0,NA,NA,0,"RESULTS__Calculus course performance._18","downloads/Psychological_Science/10117709567976231221534.grobid.tei.xml","t(120)=0.86, p=.391","p=.391","exact",0.391,TRUE,NA,0.391
"20","10117709567976231221534",74,9567976,2024,"Unlocking the Benefits of Gender Diversity: How an Ecological-Belonging Intervention Enhances Performance in Science Classrooms","Binning, K.R., Doucette, D., Conrique, B.G., Singh, C.","Psychological Science",35,3,"226-238","10.1177/09567976231221534","Binning, K.R., Doucette, D., Conrique, B.G., Singh, C. (2024). Unlocking the Benefits of Gender Diversity: How an Ecological-Belonging Intervention Enhances Performance in Science Classrooms. Psychological Science, 35(3), 226-238. https://doi.org/10.1177/09567976231221534","https://doi.org/10.1177/09567976231221534",2,"Gender diversity signals inclusivity, but meta-analyses suggest that it does not boost individual or group performance. This research examined whether a social-psychological intervention can unlock the benefits of gender diversity on college physics students’ social and academic outcomes. Analyses of 124 introductory physics classrooms at a large research institution in the eastern United States (N = 3,605) indicated that in classrooms doing “business as usual,” cross-gender collaboration was infrequent, there was a substantial gender gap in physics classroom belonging, and classroom gender diversity had no effect on performance. The ecological-belonging intervention aimed to establish classroom norms that adversity in the course is normal and surmountable. In classrooms receiving the intervention, cross-gender interaction increased 51%, the gender gap in belonging was reduced by 47%, and higher classroom diversity was associated with higher course grades and 1-year grade point average for both men and women. Addressing contextual belongingness norms may help to unlock the benefits of diversity.","St. Francis Xavier University","Canada",0,4,"In-Progress","all",489,4560,9.3,86,3200,16,92,NA,NA,NA,"Psychological Science","SAGE Publications Inc.",1990,2024,0,0,0,NA,NA,0,"RESULTS__Calculus course performance._19","downloads/Psychological_Science/10117709567976231221534.grobid.tei.xml","Notably, the Condition × Classroom Diversity interaction did not differ as a function of participant gender, SE=0.54,p=.882","p=.882","exact",0.882,TRUE,NA,0.882
"21","10117709567976231221534",74,9567976,2024,"Unlocking the Benefits of Gender Diversity: How an Ecological-Belonging Intervention Enhances Performance in Science Classrooms","Binning, K.R., Doucette, D., Conrique, B.G., Singh, C.","Psychological Science",35,3,"226-238","10.1177/09567976231221534","Binning, K.R., Doucette, D., Conrique, B.G., Singh, C. (2024). Unlocking the Benefits of Gender Diversity: How an Ecological-Belonging Intervention Enhances Performance in Science Classrooms. Psychological Science, 35(3), 226-238. https://doi.org/10.1177/09567976231221534","https://doi.org/10.1177/09567976231221534",2,"Gender diversity signals inclusivity, but meta-analyses suggest that it does not boost individual or group performance. This research examined whether a social-psychological intervention can unlock the benefits of gender diversity on college physics students’ social and academic outcomes. Analyses of 124 introductory physics classrooms at a large research institution in the eastern United States (N = 3,605) indicated that in classrooms doing “business as usual,” cross-gender collaboration was infrequent, there was a substantial gender gap in physics classroom belonging, and classroom gender diversity had no effect on performance. The ecological-belonging intervention aimed to establish classroom norms that adversity in the course is normal and surmountable. In classrooms receiving the intervention, cross-gender interaction increased 51%, the gender gap in belonging was reduced by 47%, and higher classroom diversity was associated with higher course grades and 1-year grade point average for both men and women. Addressing contextual belongingness norms may help to unlock the benefits of diversity.","St. Francis Xavier University","Canada",0,4,"In-Progress","all",489,4560,9.3,86,3200,16,92,NA,NA,NA,"Psychological Science","SAGE Publications Inc.",1990,2024,0,0,0,NA,NA,0,"RESULTS__Calculus course performance._110","downloads/Psychological_Science/10117709567976231221534.grobid.tei.xml","t(3359)= -2.07, p=.038","p=.038","exact",0.038,TRUE,NA,0.038
"22","10117709567976231221534",74,9567976,2024,"Unlocking the Benefits of Gender Diversity: How an Ecological-Belonging Intervention Enhances Performance in Science Classrooms","Binning, K.R., Doucette, D., Conrique, B.G., Singh, C.","Psychological Science",35,3,"226-238","10.1177/09567976231221534","Binning, K.R., Doucette, D., Conrique, B.G., Singh, C. (2024). Unlocking the Benefits of Gender Diversity: How an Ecological-Belonging Intervention Enhances Performance in Science Classrooms. Psychological Science, 35(3), 226-238. https://doi.org/10.1177/09567976231221534","https://doi.org/10.1177/09567976231221534",2,"Gender diversity signals inclusivity, but meta-analyses suggest that it does not boost individual or group performance. This research examined whether a social-psychological intervention can unlock the benefits of gender diversity on college physics students’ social and academic outcomes. Analyses of 124 introductory physics classrooms at a large research institution in the eastern United States (N = 3,605) indicated that in classrooms doing “business as usual,” cross-gender collaboration was infrequent, there was a substantial gender gap in physics classroom belonging, and classroom gender diversity had no effect on performance. The ecological-belonging intervention aimed to establish classroom norms that adversity in the course is normal and surmountable. In classrooms receiving the intervention, cross-gender interaction increased 51%, the gender gap in belonging was reduced by 47%, and higher classroom diversity was associated with higher course grades and 1-year grade point average for both men and women. Addressing contextual belongingness norms may help to unlock the benefits of diversity.","St. Francis Xavier University","Canada",0,4,"In-Progress","all",489,4560,9.3,86,3200,16,92,NA,NA,NA,"Psychological Science","SAGE Publications Inc.",1990,2024,0,0,0,NA,NA,0,"RESULTS__Performance Results_13","downloads/Psychological_Science/10117709567976231221534.grobid.tei.xml","t(120)=4.29, p < .001","p < .001","calc_from_t",0.001,TRUE,3.637071e-05,3.637071e-05
"23","10117709567976231221534",74,9567976,2024,"Unlocking the Benefits of Gender Diversity: How an Ecological-Belonging Intervention Enhances Performance in Science Classrooms","Binning, K.R., Doucette, D., Conrique, B.G., Singh, C.","Psychological Science",35,3,"226-238","10.1177/09567976231221534","Binning, K.R., Doucette, D., Conrique, B.G., Singh, C. (2024). Unlocking the Benefits of Gender Diversity: How an Ecological-Belonging Intervention Enhances Performance in Science Classrooms. Psychological Science, 35(3), 226-238. https://doi.org/10.1177/09567976231221534","https://doi.org/10.1177/09567976231221534",2,"Gender diversity signals inclusivity, but meta-analyses suggest that it does not boost individual or group performance. This research examined whether a social-psychological intervention can unlock the benefits of gender diversity on college physics students’ social and academic outcomes. Analyses of 124 introductory physics classrooms at a large research institution in the eastern United States (N = 3,605) indicated that in classrooms doing “business as usual,” cross-gender collaboration was infrequent, there was a substantial gender gap in physics classroom belonging, and classroom gender diversity had no effect on performance. The ecological-belonging intervention aimed to establish classroom norms that adversity in the course is normal and surmountable. In classrooms receiving the intervention, cross-gender interaction increased 51%, the gender gap in belonging was reduced by 47%, and higher classroom diversity was associated with higher course grades and 1-year grade point average for both men and women. Addressing contextual belongingness norms may help to unlock the benefits of diversity.","St. Francis Xavier University","Canada",0,4,"In-Progress","all",489,4560,9.3,86,3200,16,92,NA,NA,NA,"Psychological Science","SAGE Publications Inc.",1990,2024,0,0,0,NA,NA,0,"RESULTS__Calculus course performance._11","downloads/Psychological_Science/10117709567976231221534.grobid.tei.xml","p=.532, but it did differ from the diversity slope seen in the ecological","p=.532","exact",0.532,TRUE,NA,0.532
"24","10117709567976231221534",74,9567976,2024,"Unlocking the Benefits of Gender Diversity: How an Ecological-Belonging Intervention Enhances Performance in Science Classrooms","Binning, K.R., Doucette, D., Conrique, B.G., Singh, C.","Psychological Science",35,3,"226-238","10.1177/09567976231221534","Binning, K.R., Doucette, D., Conrique, B.G., Singh, C. (2024). Unlocking the Benefits of Gender Diversity: How an Ecological-Belonging Intervention Enhances Performance in Science Classrooms. Psychological Science, 35(3), 226-238. https://doi.org/10.1177/09567976231221534","https://doi.org/10.1177/09567976231221534",2,"Gender diversity signals inclusivity, but meta-analyses suggest that it does not boost individual or group performance. This research examined whether a social-psychological intervention can unlock the benefits of gender diversity on college physics students’ social and academic outcomes. Analyses of 124 introductory physics classrooms at a large research institution in the eastern United States (N = 3,605) indicated that in classrooms doing “business as usual,” cross-gender collaboration was infrequent, there was a substantial gender gap in physics classroom belonging, and classroom gender diversity had no effect on performance. The ecological-belonging intervention aimed to establish classroom norms that adversity in the course is normal and surmountable. In classrooms receiving the intervention, cross-gender interaction increased 51%, the gender gap in belonging was reduced by 47%, and higher classroom diversity was associated with higher course grades and 1-year grade point average for both men and women. Addressing contextual belongingness norms may help to unlock the benefits of diversity.","St. Francis Xavier University","Canada",0,4,"In-Progress","all",489,4560,9.3,86,3200,16,92,NA,NA,NA,"Psychological Science","SAGE Publications Inc.",1990,2024,0,0,0,NA,NA,0,"RESULTS__Survey Results_1","downloads/Psychological_Science/10117709567976231221534.grobid.tei.xml"," (1)=10.19, p=.001","p=.001.","exact",0.001,TRUE,NA,0.001
